'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('0007f9c5-a0f0-438b-90bd-64709f3d7e4f', '4100_3', 60, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('152f87dd-2c9a-45ee-9d42-65f7c163c248', '306ece4f_3a83_41fe_bf5e_0dd8cb56dbd5', '3062', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('1aac0ee7-5d76-48fb-9738-638bf699caaf', '8dc8caab_0ec0_4c2b_9c09_570d3b23f605', '3051', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('1c16a847-ce67-4c07-8922-7f0b0a73ee50', 'd8210d2f_99b8_4b17_b5c7_590da71191ba', '5224', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('1c50cf61-3730-4518-b05e-36a2e77d16e5', '1acea88e_988f_4606_a940_9ab74e0f08ad', '5222', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('1c8b4283-ddf1-449f-8df3-36777289bebf', '63168a04_65d3_431a_992c_921c47a35a4e', '4089', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('20799573-2851-4f9c-9228-7b46f87a2e60', '393903f4_1e36_4459_a815_e57bf822c621', '3222', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('2672fa20-5c60-4c9c-a276-29e38da86c34', '2a671f63_1e12_46fd_92f1_4e0b9e2ae6b8', '4029', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('27701806-574c-47c5-989f-2ec0305a003f', '1869cf7d_17c4_4e42_a7b5_09abd724c393', '2084', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('2843e5b4-41b9-4e8f-a8a2-89332b2209d2', '7fc234c4_82d8_4898_90a6_1aafcd39daed', '3084', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('2a1775ae-ef0a-42c2-a9a7-055e28a082ea', 'da82f449_e024_4abb_a917_2749ab47452c', '1422', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('2b3d0882-48ab-49b2-9f55-299de3de7160', '2040d893_21cb_40b0_a38b_139a79f738e7', '3059', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('34a06a41-e968-449b-87ca-9d0e7e3ca62a', 'b9b1a521_47fb_4f6f_987b_58a2a8200c8f', '3221', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('37598bfa-c58e-4ec9-90d9-ec3522ffed74', 'a19b179d_0e50_4de2_9a52_fff6e9be2348', '5066', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('37e71339-5e70-4819-9c18-3dd2a491ebe4', '3a4060b4_a786_4a5e_b010_04771a8023a7', '1428', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('3a73100a-6aa8-40af-83df-64b2a44b20df', 'a40ce070_fd6a_46b4_bfb4_26837fa4e39e', '3026', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('3af93b4a-fb31-4322-90d7-6a6631dc6c52', '8d8b1780_699b_4c91_9af9_6b527c01c05f', '4100_10', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('420a0f17-d537-4914-bce4-f4cdb9228c91', 'ad95d860_f0b5_471c_96d9_968b97056a7f', '4008', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('441e727d-61ba-461b-9f3c-f759292415b6', '3043aaf8_e28d_4fd9_8db2_2a6e17c88070', '2072', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('44487389-0d00-4348-94b2-93d5f6934c30', 'e2aa72a7_6d4a_4328_a6ab_89cb868ba9dc', '2026', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('44a664fd-ab20-4599-922a-c2b7d8a9a984', '2dbb38ac_9462_44e6_8bd4_71c3bab647f3', '3221', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('45f227a5-3e93-4d88-b5bb-82d6f216205e', '4fc6321a_91a0_4428_9316_3157b9c3089d', '5088', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('47757a39-0607-42e7-a9e1-e07a8c28059f', '3034ffd9_2ede_4a86_a485_a895779260ab', '3062', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('48d1da3a-f998-4c32-bcec-a08da75d06b7', '26cb3e01_df84_4dff_98b2_b162539f19a1', '6024', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('4b0908d6-a6a0-449d-912d-59beff329dab', 'b490d316_2722_4425_b9a3_dabd28aee49e', '1422', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('4e9b21fa-3106-4c72-8048-af82e5e847be', '5117d4cd_67dc_4e94_9a21_f75df8c0e05b', '3234', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('4f7666d2-da40-4467-835f-14d30e3f5c63', 'f0ecee31_6845_4429_b77f_7872060e1fb4', '1406', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('5dc81105-2333-4a7c-a3c6-af93c1e9a692', '3125bda6_3a6f_4ddb_a607_fa789474082c', '2044', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('5df9c67e-228d-4a2f-9bbc-355d5f0b69c3', '03f1e745_788d_4fa1_a469_08b61e516fbc', '6052', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('61169c61-847f-4a68-9dd1-4c61e99d4e3a', '345b570b_8153_4c7e_b6eb_899167e42691', '3100_6', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('6126e1f2-0b57-46f5-97af-77be1354df26', '2fb63234_cfe9_49e3_9a24_782dabe16d82', '6066', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('61bc0172-1d0f-42c5-b7b9-a3505602bc90', 'c440fd26_b468_4763_8cae_781f440d4d10', '3066', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('62f6e8f6-0108-43b1-8be3-8bfc9f34fce6', 'e82e56e3_bbb1_4230_8573_01e534a72715', '6049', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('63353887-9354-4da9-83ce-34638e8dab65', 'dde56272_4c10_4da8_8a40_3ee63c2f1028', '4100_10', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('63c18e88-f227-4f7e-95c3-b88eb174244c', 'a97922f2_fbd9_41d3_9063_9aecb69d06d8', '4026', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('63d77939-e178-4f14-9a24-c99604e22359', '78f3ea8a_2374_444d_9d24_1105bd6c803f', '5219', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('64d18657-a23a-48cb-b8f8-af23d7dafa4b', 'c1581202_1645_4f86_b0db_875fa5c4e435', '4039', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('67430256-9df5-48c7-a7aa-5948c8d6ac7c', '0f92f240_4a41_4f97_8fa3_fbd136e5fcd0', '2013', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('6afe0b80-ffcd-4b94-914b-be996d0de1ed', '0d50b619_5377_464f_a397_1cad99b92d0f', '4072', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('6d78ca10-2675-4169-b8c0-2cf2fb86161d', '64815fdd_8402_4a22_8507_b8c6feda0be2', '3019', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('6f28e897-9551-4a22-b8e5-09fb5b9cacf7', '86ed20cc_fdee_48aa_946e_fa6666ea01b3', '3089', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('6f923a3e-89ec-4a1e-8e52-286066d4cb72', '06f611ca_b2ea_4c1a_8b2a_ad28728350c2', '3056', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('6f93f5b3-0ece-4d7c-add7-abf597708cd1', 'e94315ac_3e4a_4421_969c_6f8e8bd85511', '3086', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('79e79ee8-3b0a-48d7-9e75-404a7254c581', '2409b607_9571_4abc_b825_7c966836ed0e', '6049', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('7c1c4a79-16eb-4176-9b27-ee4b4f050d69', 'b051a1eb_863f_4756_825f_3ce38bfc5a50', '6072', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('7cd339b2-e3bf-475e-8f56-a9f0c0bb1e35', '5212cb47_a6f8_41c9_96f2_7740b8ae4e20', '3029', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('871338cb-3df7-4195-a394-374ed5e38a81', 'b27afc97_13f8_47d8_a4c4_28605e4bf655', '6024', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('883efff5-1c56-48c5-bb71-bbcdbe871a41', 'b427aee1_19d3_4102_93d7_d0828a942185', '2029', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('887540c2-1d23-4348-ac94-25358b5bb01f', '440a4574_6885_4314_91a1_9bea9120a038', '2011', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('89dc22d2-374d-4b53-9152-23bfe325f967', 'aae865f3_39c7_4c91_a92d_d6aa1b675325', '4081', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('8a49f94a-cf18-42d7-82fd-981f2f070711', 'b310e56d_5bd8_47e8_b5cd_b5a597c8fdd6', '3072', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('9260251a-9d18-422f-bdd6-f431d7c70b27', 'ed72d4aa_1376_419c_b21e_c031a46972c1', '4214', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('9547301e-6815-4557-8bd3-3304ed9c87fb', '618cf67a_8207_4225_b6ad_d1fc59b9dd71', '6049', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('9553546c-ead2-4163-861f-7f44f8b589e7', '703ed16b_9c41_40a8_a252_216ba53ae256', '2082', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('9607adda-cfc1-42cb-bfac-6ef9f08aaff3', '3c7834ea_b92c_4649_bd71_113bc3e435cb', '5209', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('989aec46-c9bd-44af-a10e-a6ee6b0fa115', '398ac4c6_c74b_4167_ba99_dbf22f632ab3', '4019', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('989cdb8d-760c-4a27-879c-d6276c1dd6e2', '6d5f98ab_2290_4420_a6b8_386f85377849', '5226', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('98d71747-a742-4248-be55-313004fda6e9', '05bc4f68_ee8b_44ce_a0ef_77e14a9b1866', '4221', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('993750a5-21ad-4955-a915-ba5344ed604b', 'e079f196_8af6_44e4_9a69_5cae39ee6644', '4222', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('9ed4e4f7-b29f-424e-8bbe-e8c15809927f', 'a27e4e56_2c99_4d94_ad12_dc62a399f41b', '4241', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('9f847ac8-bb40-4413-88b5-dc568aa79b4a', '63d52dd6_fa83_4fe0_8ea7_ffd4f227245e', '4212', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('a622d136-cc83-4b4a-aef3-8af3270ba5c6', '24677bc5_8750_47d6_aea3_bdcb28ca549e', '2088', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('a7d445f2-f134-456b-bcec-556fa1f59aca', '40ef0d59_b3bd_4172_b0b8_71a024e6d185', '6082', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('a82408ac-e6eb-4811-a0b4-8dec60d615f1', '531d0374_1486_4a1c_80a0_51e18b5e0bca', '1413', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('b16ff53b-8de7-4a36-bdde-f8d52830ff2a', 'c0ffb13f_a221_4f7f_b3fc_430b3674a4b8', '4068', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('b5d77402-d3cc-47a8-8727-223da2b78763', '25c11e2b_b923_4106_8f56_0c086ad4ac73', '6215', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('b71a46bf-18bd-4814-9c62-66940ed4007f', 'b871e489_3014_4874_9616_d5046402ed57', '2004', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('b9d90c8c-6f30-4ff2-8145-bd9a7e465447', 'e7e6404b_0cc4_4217_82fe_bc5330348924', '4029', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('c650c7c2-f925-445f-835a-e9dcbc7e8386', '9148ae67_195d_4ff5_a924_7628b3560675', '6026', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('c6893466-88e1-432b-9f1b-7dd1858e6ff6', 'ec1ec4ff_3ffa_43eb_bfaf_c2a14eae84a4', '5089', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('caff2464-e04a-4915-acfc-841a0aeca236', '8eb365e6_7b45_4878_bdc6_2ec4be1a538d', '3221', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('cbddd067-b656-42ac-9de8-a6fe898a3583', 'fcaee909_83c9_4487_9680_c233b883752c', '4226', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('cc77e905-ba58-40d6-b332-fcd386f5ba9f', '868a781f_4545_464d_a17e_d258c87435c1', '4004', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('cd15805b-1fd3-4326-830e-36b74bc6881c', '8a7c6627_090c_4852_ac40_89ef3e85070b', '4064', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('ce59e585-c55a-4811-9b77-e2239ec5d82a', 'dcc2e403_2e80_4a4a_863c_a2015e50d4dc', '1423', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('d12993d6-6d5c-49ea-a4e1-94c73352f241', '726eabb6_7236_48a2_97fc_966481a2302d', '2214', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('d4388f0a-cafc-4f86-a96a-19dda228a962', 'cee01213_89b8_42ef_9ba9_9a435f927646', '4091', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('d5086919-6101-4c50-82e0-1d4a6f2345b5', '13e9fe5f_01fc_4dae_aa94_69c27f94c4a6', '5029', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('db1a9747-e613-4eea-b24b-7d71a7b9d35a', '16e32f16_88b5_4285_b164_825f2879b7be', '3208', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('dd74aa59-6076-4414-975c-2e77fa2cfe6b', '8deaed31_04b4_4a33_bd05_61fcd0845e60', '3100_1', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('de0c8853-018d-464a-bfad-f654453b8fd3', 'f93be6ec_a071_42dd_837b_a2491f6f9e9c', '5051', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('e7af21fb-014c-4ebb-b66a-a1534f253c08', '099e43ed_b40c_46be_b70f_01a6edfa5a58', '2202', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('e7f15e47-55a0-46a6-901d-1bbd091b0228', '06af9e82_0023_432e_8fef_67b094b4d26b', '2011', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('ec66083b-80e8-481e-be24-09268b5fc694', 'ce8f346c_17b2_4282_b585_deb725a3991e', '2100_7', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('efb56898-1138-4d35-a149-af610bacc931', '7cfac898_419f_4dbb_9f4b_b6acaea86528', '2204', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('f1a4b98b-6108-407d-abab-e84f0df706f0', 'c067cb97_074a_40f5_87c5_181ce29a5b20', '5056', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('f303d98d-9237-43f3-a68e-30cfd8451578', 'c22c902c_fa6b_4656_a362_da587f293b24', '2065', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('f38acee2-fbf2-4022-8731-d188931a5dd3', 'a1e2e71b_b0d6_4cd3_a13b_844e430a479a', '5013', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('f4eab5de-1575-40be-9db2-fc3f84287014', 'cc157159_43df_43de_bd81_b49956377b5b', '5054', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('f772d53e-e5be-4373-9295-ef159c24b52e', 'a1a76692_385f_465a_8acc_84978817ae50', '3011', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('f9a2fa2a-eb58-4bd0-8452-c473aff847f0', '723d060f_277d_47d9_92ea_b421b89303be', '2219', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('fa1c6b44-3389-4ec9-b684-e83c81c182f4', '94154644_ce57_40f6_8ebf_825094a8a657', '5202', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('fc62794a-ddbe-46a7-9c15-73b324790277', '6e483a35_331e_4806_a778_b86dee22f3d0', '3013', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO presence VALUES ('fcd6d825-c175-459f-ab70-964b3b6d2513', '972480af_b6a1_4ae1_ab7c_ece35146cc71', '1200', '2017-11-08 00:24:00', 'vSensor1');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('02f32f1b-64e5-4bd1-897b-74928a0b66fb', 91, '2017-11-08 00:24:00', '03328abd_832a_4f8d_a9c7_f613c8b3372e');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('05fde5e3-7d0e-400c-92ae-c0d8fb1102fb', 39, '2017-11-08 00:24:00', 'b6840480_54ee_49ed_8187_18ddacd4b661');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('08746733-0b70-478b-b5f1-7348cf6889be', 79, '2017-11-08 00:24:00', '0c0b5c05_bbee_4aa5_ac1a_4da28d5d42c4');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('09c9ad1b-8e27-4085-be69-622d90629715', 98, '2017-11-08 00:24:00', '23a9099e_daed_4897_ad0c_c80a6d309a3e');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('0a27798a-e426-4aa6-9315-1354b1939d19', 93, '2017-11-08 00:24:00', 'c1915add_8d35_4c71_9bc8_a152888a4637');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('10498626-bc34-47e1-84d3-e242ce81470e', 34, '2017-11-08 00:24:00', 'thermometer8');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('10bb044f-26b1-4808-9304-c6dfbd3c23a2', 7, '2017-11-08 00:24:00', '8917063b_3695_4b7a_8012_b2b9f0bc8f39');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('11cdc0b9-718c-4bb5-be0f-0c17258bc225', 24, '2017-11-08 00:24:00', 'f56ed843_7165_4b16_8b93_e4303984d6bc');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('133b8fe0-fb2a-4f7a-bd62-b90db07ea1c2', 95, '2017-11-08 00:24:00', 'c3ba775f_b551_47eb_952a_989296f8d5b3');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('1377a27d-3aed-4886-9593-3278b13c7df2', 88, '2017-11-08 00:24:00', '498f7e7d_7880_4c0d_b9b0_2a0a6a9b39bd');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('166dd3cc-3ee5-4dc7-8705-4c4e05c05e18', 91, '2017-11-08 00:24:00', 'e829cc5c_ae43_45a8_bf91_a0b2a14d55c0');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('180a336d-9d72-4f57-9239-7a9a8a62d223', 71, '2017-11-08 00:24:00', '00529361_5800_4b56_81cd_bc56c99fe40c');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('18175aa6-c476-432b-b181-f46dc88bd562', 39, '2017-11-08 00:24:00', '76ff03c9_c6cc_42fb_92c9_fd725415a81b');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('1871ec60-00e9-4eea-9ddd-6b6ab1706ffd', 66, '2017-11-08 00:24:00', '9b3be47a_200a_442f_b182_e1afcb641650');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('19feadfb-3404-427d-a230-ca395d584c87', 59, '2017-11-08 00:24:00', 'a5c1f254_215d_45af_a230_f3f0cc954c9e');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('1e2f7d19-e18c-4568-90e8-79e2cc7c575c', 14, '2017-11-08 00:24:00', 'thermometer4');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('1fa1799f-fe74-4b12-8b7e-73a382480129', 16, '2017-11-08 00:24:00', 'thermometer6');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('2043b42b-7a3d-4d7b-8322-0c9f8e0befe9', 92, '2017-11-08 00:24:00', '035a9d2d_2e3f_484a_8220_d3afcd41ff64');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('21901a1f-36ab-4761-869c-5895155e341c', 17, '2017-11-08 00:24:00', 'e3133f77_d933_42f4_afa1_2bc41b2e30e0');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('2264c3d7-1c05-4c5e-a3e6-bd54e4c8eb45', 5, '2017-11-08 00:24:00', '5d0364ad_a1f6_4727_afe1_f77df153a8e7');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('261b312d-a3b6-49a2-9e52-066d70bb7c7d', 1, '2017-11-08 00:24:00', '80bb166e_aa87_47fd_9c31_03ea1b122e1e');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('27836866-2cf8-4a8c-8eab-68e938ea9fe1', 17, '2017-11-08 00:24:00', '14d5d78f_77ea_41ef_b79d_a54c120c21bc');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('291a0e86-6373-4473-a726-e2b0f287c9d6', 54, '2017-11-08 00:24:00', '6a70563e_659a_47da_934a_866738874ee3');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('305a00d3-5256-451f-9c54-7ceeed9970b8', 6, '2017-11-08 00:24:00', '67b48982_fd52_4982_8f03_9b93481d9561');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('30d1b81f-4f6f-4f88-a936-a4d3f9b8bcfc', 16, '2017-11-08 00:24:00', 'e5101d18_2649_4baf_ba1a_70fbf0233e53');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('31c59344-755e-436c-a7e1-6e62c67606d8', 13, '2017-11-08 00:24:00', 'ffbd0d1e_232a_4b74_a270_0d0edf35e8b9');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('34985288-2084-4e4a-ac27-426aa263902c', 28, '2017-11-08 00:24:00', 'fa7a1572_a6b7_4148_aab9_bff450555737');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('34f18b75-b3ee-4934-8d47-6af1d717fa10', 20, '2017-11-08 00:24:00', '2e8d942d_f6e0_43df_871e_c2197641bf65');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('37cce070-7341-4ab4-8018-f79b7d199976', 27, '2017-11-08 00:24:00', 'e19b363d_48b3_413f_9c97_4228e4296b88');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('3974f5ef-3a6f-4477-bbaf-cd978450c211', 72, '2017-11-08 00:24:00', 'b64e486d_4860_48be_b611_31d094491835');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('39f82e8a-75cd-4443-bd79-2ef7379eb007', 1, '2017-11-08 00:24:00', '3483e1bd_ef88_4d22_a64f_cf8a9ba3b32d');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('3a0fd91c-89b5-4c97-af7d-2110961c0e8a', 90, '2017-11-08 00:24:00', '25fa5ee8_540f_4fad_8223_768bcd58fa1e');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('3b44e4bf-fd89-4b1e-a129-7c63110d77e9', 64, '2017-11-08 00:24:00', 'c3f56ec3_3265_4b2a_91b6_af7489273955');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('3d46f927-2aac-4706-8aa1-224c8e3ba145', 4, '2017-11-08 00:24:00', '09d4906f_a126_46fd_ae64_2486ac73404c');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('3d56fb44-0c39-4986-93b0-ddffc7220684', 50, '2017-11-08 00:24:00', '999ea668_3dfd_453f_a160_b7390845b050');
